publish_date,content,time_24h,corrected_date,injury_severity,affected_party,collision,running_over_pedestrian,lost_control,crushed_into_obstacle,overturned,other,primary_accident_type_code,driver_ages,location,street,locality,day_of_week_num,rush_hour,rain_today,rain_last_3h,temp_avg,temp_min,temp_max,precip_mm_day,roadworks_nearby,primary_accident_type
2025-02-20,"Yesterday, at around 1800hrs, the Police were informed of a traffic accident in Triq Ħompesch, Fgura.Preliminary investigations showed that a collision occurred between a Chevrolet Aveo that was being driven by a 32-year-old Albanian man from Fgura and a Kawazaki ZR750 motorcycle that was being driven by a 45-year-old Italian man from Marsascala.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.",18:00,2025-02-19,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['32', '45']","Triq Ħompesch, Fgura",Triq Ħompesch,Fgura,2,1,False,False,13.4,9.8,18.3,0.0,True,collision
2025-02-09,"A 75-year-old woman who lives in Marsascala, at around 0945hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Sant’Antnin, Marsascala.Preliminary investigations showed that the victim was hit by a Mazda Demio, which was being driven by a 54-year-old woman residing in Marsascala aswell.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",09:45,2025-02-09,grievous,pedestrian,0,1,0,0,0,0,PED,"['75', '54']","Marsascala, at around 0945hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Sant’Antnin, Marsascala","Marsascala, at around 0945hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Sant’Antnin",Marsascala,6,0,True,True,13.3,10.8,16.1,13.0,False,running over pedestrian
2025-07-26,"A 27-year-old man who lives in Paola, lost his life early this morning in a traffic accident in Pembroke.The accident happened at around 0100hrs) in Triq Sant’Andrija.Preliminary investigations showed that a collision occurred between a BMW 1 series driven by a 22-year-old man residing in St Paul’s Bay and a Honda motorcycle driven by the victim.The motorcyclist was immediately assisted by a medical team and taken to Mater Dei Hospital by ambulance. Unfortunately, he was certified dead shortly afterwards.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations into this incident are ongoing.",01:00,2025-07-26,death,driver,1,0,0,0,0,0,COLL,"['27', '22']","Paola, lost his life early this morning in a traffic accident in Pembroke",Paola,lost his life early this morning in a traffic accident in Pembroke,5,0,False,False,30.1,26.0,35.7,0.0,False,collision
2024-12-23,"This morning, at around 1030hrs, the Police were informed about a traffic accident in Triq Mikiel Anton Vassalli, St Julian’s.Preliminary investigations by the Police showed that there was a collision between an Otokar Vectio bus that was being driven by a 37-year-old man from Marsaskala and a Ford Tourneo Courier van that was being driven by a 39-year-old woman from Naxxar.The bus driver was assisted by a medical team and taken to Mater Dei Hospital by an ambulance for further treatment. He was later certified as suffering from serious injuries. The woman of the other vehicle was not injured.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry, while Police investigations are ongoing.",10:30,2024-12-23,serious,driver,1,0,0,0,0,0,COLL,"['37', '39']","Triq Mikiel Anton Vassalli, St Julian’s",Triq Mikiel Anton Vassalli,St Julian’s,0,0,True,True,13.1,9.9,16.0,2.9,False,collision
2025-02-01,"Two men were taken to Mater Dei Hospital after being injured in two separate traffic accidents earlier today.The first accident occurred at around 0500hrs, in Hal Farrug Road, Luqa. Preliminary investigations showed that a 34-year-old man from Qrendi was driving a Ford Fiesta, lost control and crashed into an electricity pole.The second incident happened for about the 1245hrs, in D’ Argens Street, Gzira. Preliminary investigations showed that a collision occurred between a Yamaha YB125 motorcycle driven by a 59-year-old man residing in Fgura and a Mazda Demio driven by a 30-year-old man residing in Birkirkara.A medical team assisted in both incidents and the two men aged 34 and 59 years were taken to hospital by ambulance for medical treatment, where they were certified to have sustained grievous injuries.Police investigations are ongoing.",05:00,2025-02-01,grievous,motorcyclist,1,0,1,0,0,0,COLL,"['34', '59', '30']","Hal Farrug Road, Luqa",Hal Farrug Road,Luqa,5,0,False,False,15.3,13.0,17.5,0.0,True,collision
2025-02-17,"Today, at around 1245hrs, the Police were informed of a traffic accident in Giorgio Borg Olivier Street, Victoria, Gozo.The Police went immediately on site and preliminary investigations showed that a Kia Ceed driven by a 21-year-old man residing in Qala, Gozo, overturned after crashing into a wall.A medical team and Civil Protection personnel were called on site to assist, and an ambulance took the man to Gozo General Hospital for treatment. He was later certified with serious injuries.Magistrate Dr Simone Grech LL.D was informed of the case and appointed an inquiry.Police investigations into this incident are ongoing.",12:45,2025-02-17,serious,driver,0,0,0,1,1,0,ROLL,['21'],"Giorgio Borg Olivier Street, Victoria, Gozo","Giorgio Borg Olivier Street, Victoria",Gozo,0,0,False,False,13.3,10.6,17.8,0.0,False,overturned
2025-01-16,"Today, at around 1015hrs, the Police were informed of a traffic accident in Triq il-Fortizza tal-Mosta, Naxxar.Preliminary investigations showed that a collision occurred between a Vauxhall driven by a 45-year-old woman from Naxxar and a Daelim motorcycle driven by a 34-year-old man from Mosta.The man was assisted by a medical team and taken to Mater Dei Hospital by ambulance for further medical attention. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",10:15,2025-01-16,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['45', '34']","Triq il-Fortizza tal-Mosta, Naxxar",Triq il-Fortizza tal-Mosta,Naxxar,3,0,True,False,12.3,7.9,16.1,8.4,True,collision
2025-06-05,"Yesterday, at around 2115hrs, the Police were informed of a traffic accident in Kennedy Drive, St Paul’s Bay.The Police went immediately on site and preliminary investigations showed that a man, a 21-year-old Nepalese national residing in St Paul’s Bay, was injured after the Peugeot Tweet motorcycle he was riding was allegedly hit by a vehicle that was driven away from the scene.A medical team was called on site and an ambulance took the man to Mater Dei where he was certified to have sustained grievous injuries.Police investigations are ongoing.",21:15,2025-06-04,grievous,pedestrian,0,1,0,0,0,0,PED,['21'],"Kennedy Drive, St Paul’s Bay",Kennedy Drive,St Paul’s Bay,2,0,False,False,22.7,18.2,27.4,0.0,False,running over pedestrian
2025-10-06,"An 84-year-old woman, a resident of Naxxar, was hospitalised at 0930 hrs after being injured in a traffic accident in Triq il-Kappella Ta’ Xagħra, Naxxar.It resulted from initial investigations that the victim was hit by Hyundai Excel, that was being driven by an 84-year-old man from Naxxar.The woman was assisted by a medical team and taken to hospital by ambulance, where she was certified to be suffering from grievous injuries.Police investigations are ongoing.",09:30,2025-10-06,grievous,pedestrian,0,1,0,0,0,0,PED,"['84', '84']","Triq il-Kappella Ta’ Xagħra, Naxxar",Triq il-Kappella Ta’ Xagħra,Naxxar,0,1,True,False,22.4,20.0,24.6,0.3,False,running over pedestrian
2025-08-11,"A 33-year-old Indian national and residing in San Ġwann, at around 1900hrs of yesterday evening, was taken to Mater Dei Hospital because he was injured in a traffic accident in Mosta Road, Mġarr.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",19:00,2025-08-10,grievous,motorcyclist,0,0,1,0,0,0,LOC,['33'],"San Ġwann, at around 1900hrs of yesterday evening, was taken to Mater Dei Hospital because he was injured in a traffic accident in Mosta Road, Mġarr","San Ġwann, at around 1900hrs of yesterday evening, was taken to Mater Dei Hospital because he was injured in a traffic accident in Mosta Road",Mġarr,6,0,False,False,28.6,23.6,34.5,0.0,False,lost control of the vehicle
2025-01-26,"Yesterday, at half past two in the afternoon (1430 hrs), the Police were informed of a traffic accident along the Coast Road, in Naxxar.Preliminary investigations showed that a 46-year-old man from Fgura lost control of his Suzuki motorcycle, fell and crashed into a BMW which was being driven on the opposite lane by a 30-year-old man from St Paul’s Bay.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.",14:30,2025-01-25,grievous,motorcyclist,0,0,1,1,0,0,FXOBJ,"['46', '30']",Naxxar,Naxxar,,5,0,False,False,14.2,10.6,19.1,0.0,False,crushed into an obstacle
2025-08-07,"Three persons were taken to Mater Dei Hospital, yesterday, after they were injured in two separate traffic accidents.The first accident occurred at around 1130 hrs, in Salina Street, Naxxar. Preliminary investigations showed that a collision occurred between a Nooma Bravo GLE motorcycle driven by a 48-year-old Bulgarian from St Paul’s Bay and a Hyundai I10 driven by a 60-year-old Spaniard.The second accident occurred at 1230 hrs in Cospicua Road, Zabbar. Preliminary investigations showed that a collision occurred between a Fiat Scudo driven by a 23-year-old man from Kirkop and a Honda NSS motorcycle driven by a 45-year-old man from Żabbar. An 8-year-old boy was also on the bike.A medical team assisted in the two incidents and the motorcyclists and the 8-year-old boy were taken to hospital by an ambulance for medical treatment. Later, they were certified to have sustained grievous injuries.Police investigations are ongoing.",11:30,2025-08-06,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['48', '60', '23', '45', '8', '8']","Salina Street, Naxxar",Salina Street,Naxxar,2,0,False,False,25.6,23.0,30.5,0.0,False,collision
2025-08-18,"Yesterday, at around four in the afternoon (1600 hrs), the Police were informed of a traffic accident along the Coast Road, Naxxar.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 44-year-old woman from St Paul’s Bay and a CF Moto motorcycle driven by a 53-year-old man from Belgium who lives in Gzira.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital for treatment where he was later certified to have sustained serious injuries.Magistrate Dr Monica Borg Galea LL. D was informed of the case and opened a Magisterial Inquiry while Police investigations are ongoing.",16:00,2025-08-17,serious,motorcyclist,1,0,0,0,0,0,COLL,"['44', '53']",Gzira,Gzira,,6,0,True,True,26.0,21.0,30.0,0.7,False,collision
2025-09-16,"A 29-year-old Spanish woman, at around 1215hrs, was taken to the Gozo General Hospital because she was injured in a traffic accident in Republic Street, Victoria, Gozo.Preliminary investigations showed that the victim was hit by Mazda 2, which was being driven by a woman a 64-year-old resident of Rabat, Gozo.The woman was assisted by a medical team, taken to hospital by ambulance and certified that she was grievously injured.Police investigations are ongoing.",12:15,2025-09-16,grievous,pedestrian,0,1,0,0,0,0,PED,"['29', '64']","Republic Street, Victoria, Gozo","Republic Street, Victoria",Gozo,1,0,False,False,25.5,21.0,30.0,0.0,False,running over pedestrian
2024-12-26,"Yesterday, at around 1530hrs, the Police were informed about a traffic accident in Mikiel Anton Vassalli Street, St Julian’s.Preliminary investigations showed that a 28-year-old man from Żejtun lost control of the BMW he was driving and overturned. A 25-year-old man from Zejtun was also in the vehicle.The 25-year-old was assisted by a medical team, taken to Mater Dei Hospital by an ambulance and certified to have sustained grievous injuries.Members of the Civil Protection Department were also on site to assist.The Police are investigating the case.",15:30,2024-12-25,grievous,driver,0,0,1,0,1,0,ROLL,"['28', '25', '25']","Mikiel Anton Vassalli Street, St Julian’s",Mikiel Anton Vassalli Street,St Julian’s,6,0,False,False,11.3,9.7,13.6,0.0,False,overturned
